INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR,FILE_NUMBER
Shoplifting,10800 CITY PKWY,3,2018,18-34360
Shoplifting,10300 KING GEORGE BLVD,3,2018,18-34577
Shoplifting,10300 KING GEORGE BLVD,3,2018,18-34748
Shoplifting,10400 KING GEORGE BLVD,3,2018,18-34755
Shoplifting,10300 KING GEORGE BLVD,3,2018,18-34914
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-35093
Shoplifting,10300 KING GEORGE BLVD,3,2018,18-35370
Shoplifting,10400 KING GEORGE BLVD,3,2018,18-35472
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-35476
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-35642
Shoplifting,10300 KING GEORGE BLVD,3,2018,18-35715
Shoplifting,10800 CITY PKWY,3,2018,18-35747
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-35807
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-35812
Shoplifting,12700 110TH AVE,3,2018,18-35837
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-35903
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-36103
Shoplifting,10300 KING GEORGE BLVD,3,2018,18-36143
Shoplifting,10300 KING GEORGE BLVD,3,2018,18-36272
Shoplifting,10800 CITY PKWY,3,2018,18-36659
Shoplifting,9500 132ND ST,3,2018,18-36788
Shoplifting,9500 132ND ST,3,2018,18-36793
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-36859
Shoplifting,10800 CITY PKWY,3,2018,18-36915
Shoplifting,13600 102ND AVE,3,2018,18-37017
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-37036
Shoplifting,10700 KING GEORGE BLVD,3,2018,18-37275
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-37289
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-37348
Shoplifting,12700 110TH AVE,3,2018,18-37409
Shoplifting,10800 CITY PKWY,3,2018,18-37771
Shoplifting,13900 FRASER HWY,3,2018,18-38013
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-38176
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-38226
Shoplifting,13400 102ND AVE,3,2018,18-38326
Shoplifting,10800 132ND ST,3,2018,18-38352
Shoplifting,10200 128TH ST,3,2018,18-38353
Shoplifting,10800 CITY PKWY,3,2018,18-38364
Shoplifting,10700 KING GEORGE BLVD,3,2018,18-38527
Shoplifting,10300 KING GEORGE BLVD,3,2018,18-38532
Shoplifting,10300 KING GEORGE BLVD,3,2018,18-38682
Shoplifting,10800 CITY PKWY,3,2018,18-38710
Shoplifting,10300 KING GEORGE BLVD,3,2018,18-38767
Shoplifting,10800 CITY PKWY,3,2018,18-38785
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-38802
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-39326
Shoplifting,10300 KING GEORGE BLVD,3,2018,18-39341
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-39444
Shoplifting,10700 KING GEORGE BLVD,3,2018,18-39458
Shoplifting,10800 132ND ST,3,2018,18-40189
Shoplifting,10800 CITY PKWY,3,2018,18-40341
Shoplifting,10300 KING GEORGE BLVD,3,2018,18-40518
Shoplifting,13100 104TH AVE,3,2018,18-41098
Shoplifting,13700 104TH AVE,3,2018,18-41736
Shoplifting,10700 KING GEORGE BLVD,3,2018,18-41809
Shoplifting,10300 KING GEORGE BLVD,3,2018,18-41829
Shoplifting,10300 KING GEORGE BLVD,3,2018,18-42093
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-42172
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-42209
Shoplifting,10700 KING GEORGE BLVD,3,2018,18-42233
Shoplifting,10700 KING GEORGE BLVD,3,2018,18-42496
Shoplifting,10800 132ND ST,3,2018,18-42622
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-42898
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-42927
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-42949
Shoplifting,10300 KING GEORGE BLVD,3,2018,18-43162
Shoplifting,10300 KING GEORGE BLVD,3,2018,18-43204
Shoplifting,10700 KING GEORGE BLVD,3,2018,18-43424
Shoplifting,12700 110TH AVE,3,2018,18-43426
Shoplifting,10800 CITY PKWY,3,2018,18-43439
Shoplifting,10300 KING GEORGE BLVD,3,2018,18-43581
Shoplifting,10700 KING GEORGE BLVD,3,2018,18-43774
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-43846
Shoplifting,10700 KING GEORGE BLVD,3,2018,18-43872
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-44148
Shoplifting,13900 FRASER HWY,3,2018,18-44497
Shoplifting,10300 KING GEORGE BLVD,3,2018,18-29485
Shoplifting,10700 KING GEORGE BLVD,3,2018,18-29842
Shoplifting,10800 CITY PKWY,3,2018,18-30576
Shoplifting,10300 KING GEORGE BLVD,3,2018,18-32258
Shoplifting,12700 110TH AVE,3,2018,18-32907
Shoplifting,10300 KING GEORGE BLVD,3,2018,18-33128
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-35705
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-36397
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-37789
Shoplifting,10100 KING GEORGE BLVD,3,2018,18-39444
Shoplifting,10300 KING GEORGE BLVD,3,2018,18-40448
Shoplifting,12700 110TH AVE,3,2018,18-41865
Shoplifting,10300 KING GEORGE BLVD,1,2018,18-6528
Fatal/Injury Collision,128TH ST / 104TH AVE,3,2018,18-32054
Fatal/Injury Collision,96TH AVE / KING GEORGE BLVD,3,2018,18-35741
Fatal/Injury Collision,132ND ST / 96TH AVE,3,2018,18-36087
Fatal/Injury Collision,12800 108TH AVE,3,2018,18-36660
Fatal/Injury Collision,128TH ST / KING GEORGE BLVD,3,2018,18-38397
Fatal/Injury Collision,132ND ST / 96TH AVE,3,2018,18-40871
