INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR,FILE_NUMBER
Shoplifting,10300 152ND ST,4,2018,18-46603
Shoplifting,10300 152ND ST,4,2018,18-46605
Shoplifting,10300 152ND ST,4,2018,18-46635
Shoplifting,10300 152ND ST,4,2018,18-46667
Shoplifting,10300 152ND ST,4,2018,18-46729
Shoplifting,15500 FRASER HWY,4,2018,18-46755
Shoplifting,10300 152ND ST,4,2018,18-46787
Shoplifting,14600 104TH AVE,4,2018,18-46797
Shoplifting,14600 104TH AVE,4,2018,18-47195
Shoplifting,14600 104TH AVE,4,2018,18-47339
Shoplifting,8800 152ND ST,4,2018,18-47669
Shoplifting,10400 152ND ST,4,2018,18-47795
Shoplifting,9000 152ND ST,4,2018,18-48243
Shoplifting,14800 108TH AVE,4,2018,18-48602
Shoplifting,10300 152ND ST,4,2018,18-48666
Shoplifting,10300 152ND ST,4,2018,18-48852
Shoplifting,8900 152ND ST,4,2018,18-49595
Shoplifting,10300 152ND ST,4,2018,18-50064
Shoplifting,8900 152ND ST,4,2018,18-50910
Shoplifting,8900 152ND ST,4,2018,18-50982
Shoplifting,10300 152ND ST,4,2018,18-51708
Shoplifting,10300 152ND ST,4,2018,18-51799
Shoplifting,14600 104TH AVE,4,2018,18-51800
Shoplifting,156TH ST / 104TH AVE,4,2018,18-51813
Shoplifting,10300 152ND ST,4,2018,18-51823
Shoplifting,14600 104TH AVE,4,2018,18-51905
Shoplifting,152ND ST / 88TH AVE,4,2018,18-52256
Shoplifting,10300 152ND ST,4,2018,18-52298
Shoplifting,10300 152ND ST,4,2018,18-52368
Shoplifting,14600 104TH AVE,4,2018,18-52395
Shoplifting,104TH AVE / 152ND ST,4,2018,18-52883
Shoplifting,14600 104TH AVE,4,2018,18-52979
Shoplifting,10300 152ND ST,4,2018,18-53214
Shoplifting,10300 152ND ST,4,2018,18-53252
Shoplifting,10300 152ND ST,4,2018,18-53917
Shoplifting,14600 104TH AVE,4,2018,18-54073
Shoplifting,10300 152ND ST,4,2018,18-54093
Shoplifting,14600 104TH AVE,4,2018,18-54140
Shoplifting,10300 152ND ST,4,2018,18-55127
Shoplifting,10300 152ND ST,4,2018,18-55475
Shoplifting,14600 104TH AVE,4,2018,18-55780
Shoplifting,15300 FRASER HWY,4,2018,18-56479
Shoplifting,10400 152ND ST,4,2018,18-56698
Shoplifting,14600 104TH AVE,4,2018,18-57274
Shoplifting,9000 152ND ST,4,2018,18-57371
Shoplifting,10300 152ND ST,4,2018,18-57648
Shoplifting,10300 152ND ST,4,2018,18-57903
Shoplifting,10300 152ND ST,4,2018,18-58309
Shoplifting,10300 152ND ST,4,2018,18-58945
Shoplifting,14600 104TH AVE,4,2018,18-58990
Shoplifting,14600 104TH AVE,4,2018,18-59631
Shoplifting,8800 152ND ST,4,2018,18-59925
Shoplifting,10300 152ND ST,4,2018,18-60112
Shoplifting,10300 152ND ST,4,2018,18-60155
Shoplifting,10300 152ND ST,4,2018,18-52933
Shoplifting,10300 152ND ST,4,2018,18-57878
Shoplifting,10300 152ND ST,4,2018,18-49274
Shoplifting,10300 152ND ST,4,2018,18-60085
Shoplifting,15900 FRASER HWY,4,2018,18-49299
Shoplifting,7500 KING GEORGE BLVD,4,2018,18-44611
Shoplifting,7300 KING GEORGE BLVD,4,2018,18-45145
Shoplifting,7500 KING GEORGE BLVD,4,2018,18-45197
Shoplifting,12400 88TH AVE,4,2018,18-45205
Shoplifting,7400 KING GEORGE BLVD,4,2018,18-45287
Shoplifting,KING GEORGE BLVD / 76TH AVE,4,2018,18-45947
Shoplifting,12800 80TH AVE,4,2018,18-46102
Shoplifting,7500 KING GEORGE BLVD,4,2018,18-46218
Shoplifting,7100 138TH ST,4,2018,18-46885
Shoplifting,7300 KING GEORGE BLVD,4,2018,18-47228
Shoplifting,15200 56TH AVE,4,2018,18-47560
Shoplifting,7100 138TH ST,4,2018,18-47587
Shoplifting,7500 KING GEORGE BLVD,4,2018,18-48277
Shoplifting,7500 KING GEORGE BLVD,4,2018,18-48302
Shoplifting,7400 KING GEORGE BLVD,4,2018,18-48641
Shoplifting,7500 KING GEORGE BLVD,4,2018,18-48652
Shoplifting,7500 KING GEORGE BLVD,4,2018,18-49074
Shoplifting,7400 KING GEORGE BLVD,4,2018,18-49250
Shoplifting,7100 138TH ST,4,2018,18-49902
Shoplifting,7400 KING GEORGE BLVD,4,2018,18-50356
Shoplifting,7400 KING GEORGE BLVD,4,2018,18-51332
Shoplifting,7500 KING GEORGE BLVD,4,2018,18-51447
Shoplifting,7500 KING GEORGE BLVD,4,2018,18-51913
Shoplifting,7100 KING GEORGE BLVD,4,2018,18-52057
Shoplifting,7500 KING GEORGE BLVD,4,2018,18-52161
Shoplifting,7500 KING GEORGE BLVD,4,2018,18-52255
Shoplifting,7500 KING GEORGE BLVD,4,2018,18-52703
Shoplifting,14400 64TH AVE,4,2018,18-52901
Shoplifting,12100 72ND AVE,4,2018,18-53340
Shoplifting,6800 128TH ST,4,2018,18-53613
Shoplifting,7300 KING GEORGE BLVD,4,2018,18-54681
Shoplifting,7500 KING GEORGE BLVD,4,2018,18-55683
Shoplifting,12400 88TH AVE,4,2018,18-56537
Shoplifting,14400 64TH AVE,4,2018,18-56708
Shoplifting,6900 KING GEORGE BLVD,4,2018,18-56758
Shoplifting,7500 KING GEORGE BLVD,4,2018,18-56773
Shoplifting,7500 KING GEORGE BLVD,4,2018,18-57134
Shoplifting,7500 KING GEORGE BLVD,4,2018,18-57206
Shoplifting,7500 KING GEORGE BLVD,4,2018,18-57672
Shoplifting,12400 88TH AVE,4,2018,18-58510
Shoplifting,12100 NORDEL WAY,4,2018,18-58605
Shoplifting,7100 KING GEORGE BLVD,4,2018,18-59322
Shoplifting,7500 KING GEORGE BLVD,4,2018,18-49192
Shoplifting,12400 88TH AVE,4,2018,18-49249
Shoplifting,12100 NORDEL WAY,4,2018,18-52877
Shoplifting,7400 KING GEORGE BLVD,4,2018,18-59542
Shoplifting,17600 64TH AVE,4,2018,18-45841
Shoplifting,17700 64TH AVE,4,2018,18-46663
Shoplifting,19100 72ND AVE,4,2018,18-48715
Shoplifting,18800 72ND AVE,4,2018,18-49434
Shoplifting,6400 176TH ST,4,2018,18-49948
Shoplifting,18700 FRASER HWY,4,2018,18-50515
Shoplifting,17700 64TH AVE,4,2018,18-51472
Shoplifting,18700 FRASER HWY,4,2018,18-51969
Shoplifting,17600 60TH AVE,4,2018,18-52225
Shoplifting,17600 64TH AVE,4,2018,18-53232
Shoplifting,5600 176TH ST,4,2018,18-53442
Shoplifting,5600 176TH ST,4,2018,18-54480
Shoplifting,17600 57TH AVE,4,2018,18-55576
Shoplifting,5600 176TH ST,4,2018,18-59493
Shoplifting,3100 KING GEORGE BLVD,4,2018,18-46192
Shoplifting,1600 152ND ST,4,2018,18-46198
Shoplifting,15300 24TH AVE,4,2018,18-46594
Shoplifting,2400 KING GEORGE BLVD,4,2018,18-47153
Shoplifting,15300 24TH AVE,4,2018,18-48167
Shoplifting,1600 152ND ST,4,2018,18-48265
Shoplifting,2300 160TH ST,4,2018,18-48881
Shoplifting,1600 152ND ST,4,2018,18-49151
Shoplifting,1600 152ND ST,4,2018,18-49760
Shoplifting,15300 24TH AVE,4,2018,18-50714
Shoplifting,2300 160TH ST,4,2018,18-52584
Shoplifting,1600 152ND ST,4,2018,18-52732
Shoplifting,2300 160TH ST,4,2018,18-53413
Shoplifting,16000 24TH AVE,4,2018,18-53434
Shoplifting,24TH AVE / KING GEORGE BLVD,4,2018,18-53531
Shoplifting,2500 160TH ST,4,2018,18-57062
Shoplifting,15300 24TH AVE,4,2018,18-54132
Shoplifting,15300 24TH AVE,4,2018,18-56002
Shoplifting,13900 16TH AVE,4,2018,18-59800
Fatal/Injury Collision,9400 122ND ST,4,2018,18-45563
Fatal/Injury Collision,96TH AVE / 132ND ST,4,2018,18-46231
Fatal/Injury Collision,104TH AVE / 122ND ST,4,2018,18-46907
Fatal/Injury Collision,130TH ST / 98TH AVE,4,2018,18-47144
Fatal/Injury Collision,BEN NEVIS CRES / 90TH AVE,4,2018,18-47846
Fatal/Injury Collision,100TH AVE / 132ND ST,4,2018,18-49895
Fatal/Injury Collision,134TH ST / 96TH AVE,4,2018,18-50321
Fatal/Injury Collision,91ST AVE / KING GEORGE BLVD,4,2018,18-50865
Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,4,2018,18-51073
Fatal/Injury Collision,108TH AVE / KING GEORGE BLVD,4,2018,18-51360
Fatal/Injury Collision,104TH AVE / OLD YALE RD,4,2018,18-51561
Fatal/Injury Collision,96TH AVE / KING GEORGE BLVD,4,2018,18-52392
Fatal/Injury Collision,90TH AVE / 140TH ST,4,2018,18-52445
Fatal/Injury Collision,9400 122ND ST,4,2018,18-53733
Fatal/Injury Collision,10600 135A ST,4,2018,18-53786
Fatal/Injury Collision,10400 KING GEORGE BLVD,4,2018,18-56806
Fatal/Injury Collision,104TH AVE / KING GEORGE BLVD,4,2018,18-57330
Fatal/Injury Collision,127TH ST / 96TH AVE,4,2018,18-58591
Fatal/Injury Collision,12600 KING GEORGE BLVD,4,2018,18-59187
Fatal/Injury Collision,10200 CITY PKWY,4,2018,18-60151
Fatal/Injury Collision,13400 92A AVE,4,2018,18-46096
Fatal/Injury Collision,9500 KING GEORGE BLVD,4,2018,18-48251
Fatal/Injury Collision,128TH ST / 99TH AVE,4,2018,18-57989
Fatal/Injury Collision,13800 104TH AVE,4,2018,18-50743
Fatal/Injury Collision,10600 BLOCK TANNERY RD,2,2018,18-27742
Fatal/Injury Collision,LAUREL DR / 140TH ST,4,2018,18-45169
Fatal/Injury Collision,133RD ST / 102A AVE,4,2018,18-45546
Fatal/Injury Collision,144TH ST / 88TH AVE,4,2018,18-45678
Fatal/Injury Collision,128TH ST / 96TH AVE,4,2018,18-45881
Fatal/Injury Collision,100TH AVE / SCOTT RD,4,2018,18-46264
Fatal/Injury Collision,KING GEORGE BLVD / 128TH ST,4,2018,18-46281
Fatal/Injury Collision,140TH ST / 88TH AVE,4,2018,18-46365
Fatal/Injury Collision,88TH AVE / LAUDER DR,4,2018,18-46691
Fatal/Injury Collision,9000 KING GEORGE BLVD,4,2018,18-47266
Fatal/Injury Collision,128TH ST / 103RD AVE,4,2018,18-49104
Fatal/Injury Collision,112A AVE / 128TH ST,4,2018,18-49114
Fatal/Injury Collision,10000 129TH ST,4,2018,18-49644
Fatal/Injury Collision,107A AVE / KING GEORGE BLVD,4,2018,18-50371
Fatal/Injury Collision,88TH AVE / LAUDER DR,4,2018,18-50908
Fatal/Injury Collision,OLD YALE RD / 132ND ST,4,2018,18-51260
Fatal/Injury Collision,KING GEORGE BLVD / 98A AVE,4,2018,18-51772
Fatal/Injury Collision,103A AVE / SCOTT RD,4,2018,18-52097
Fatal/Injury Collision,REGAL DR / TOWNLINE DVRS,4,2018,18-52337
Fatal/Injury Collision,88TH AVE / 128TH ST,4,2018,18-52362
Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,4,2018,18-52459
Fatal/Injury Collision,KING GEORGE BLVD / 102ND AVE,4,2018,18-52845
Fatal/Injury Collision,100TH AVE / 140TH ST,4,2018,18-53011
Fatal/Injury Collision,96TH AVE / 128TH ST,4,2018,18-53031
Fatal/Injury Collision,12500 110TH AVE,4,2018,18-53303
Fatal/Injury Collision,128TH ST / 90TH AVE,4,2018,18-53331
Fatal/Injury Collision,88TH AVE / 144TH ST,4,2018,18-53667
Fatal/Injury Collision,139TH ST / 88TH AVE,4,2018,18-54509
Fatal/Injury Collision,120TH ST / 101ST AVE,4,2018,18-54604
Fatal/Injury Collision,128A ST / 96B AVE,4,2018,18-55152
Fatal/Injury Collision,108TH AVE / KING GEORGE BLVD,4,2018,18-57045
Fatal/Injury Collision,140TH ST / 88TH AVE,4,2018,18-57057
Fatal/Injury Collision,108TH AVE / WHALLEY BLVD,4,2018,18-57287
Fatal/Injury Collision,104TH AVE / WHALLEY BLVD,4,2018,18-57639
Fatal/Injury Collision,92ND AVE / 134TH ST,4,2018,18-58150
Fatal/Injury Collision,100TH AVE / SEMIAHMOO RD,4,2018,18-58185
Fatal/Injury Collision,13700 88TH AVE,4,2018,18-58550
Fatal/Injury Collision,137A ST / 96TH AVE,4,2018,18-59394
Fatal/Injury Collision,122B ST / 92ND AVE,4,2018,18-44784
Fatal/Injury Collision,123A ST / 92ND AVE,4,2018,18-46127
Fatal/Injury Collision,12300 114TH AVE,4,2018,18-47281
Fatal/Injury Collision,128TH ST / 88TH AVE,4,2018,18-51203
Fatal/Injury Collision,13300 102A AVE,4,2018,18-54573
Fatal/Injury Collision,92ND AVE / 121ST ST,4,2018,18-56979
Fatal/Injury Collision,12500 113B AVE,4,2018,18-58839
Fatal/Injury Collision,13600 102ND AVE,4,2018,18-58926
Fatal/Injury Collision,93RD AVE / 128TH ST,4,2018,18-59674
Fatal/Injury Collision,99TH AVE / 120TH ST,2,2018,18-17158
Fatal/Injury Collision,11300 ROYAL CRES,2,2018,18-26151
Fatal/Injury Collision,10600 135A ST,3,2018,18-44160
Fatal/Injury Collision,105A AVE / 128TH ST,3,2018,18-44236
Fatal/Injury Collision,10100 KING GEORGE BLVD,4,2018,18-44705
Fatal/Injury Collision,11000 124TH ST,4,2018,18-45176
Fatal/Injury Collision,11000 136TH ST,4,2018,18-45254
Fatal/Injury Collision,102A AVE / UNIVERSITY DR,4,2018,18-45878
Fatal/Injury Collision,OLD YALE RD / 125B ST,4,2018,18-46244
Fatal/Injury Collision,130TH ST / 98TH AVE,4,2018,18-46319
Fatal/Injury Collision,KING GEORGE BLVD / 88TH AVE,4,2018,18-46325
Fatal/Injury Collision,SCOTT RD / 104TH AVE,4,2018,18-46909
Fatal/Injury Collision,108TH AVE / 140TH ST,4,2018,18-47019
Fatal/Injury Collision,10200 133RD ST,4,2018,18-47049
Fatal/Injury Collision,KING GEORGE BLVD / 108TH AVE,4,2018,18-47620
Fatal/Injury Collision,96TH AVE / KING GEORGE BLVD,4,2018,18-48440
Fatal/Injury Collision,112A AVE / 123RD ST,4,2018,18-48554
Fatal/Injury Collision,132ND ST / 108TH AVE,4,2018,18-48667
Fatal/Injury Collision,102ND AVE / KING GEORGE BLVD,4,2018,18-49048
Fatal/Injury Collision,128TH ST / 88TH AVE,4,2018,18-49146
Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,4,2018,18-49166
Fatal/Injury Collision,96TH AVE / 128TH ST,4,2018,18-49559
Fatal/Injury Collision,104TH AVE / UNIVERSITY DR,4,2018,18-50085
Fatal/Injury Collision,130TH ST / 88TH AVE,4,2018,18-50249
Fatal/Injury Collision,128TH ST / 111TH AVE,4,2018,18-50308
Fatal/Injury Collision,104TH AVE / 140TH ST,4,2018,18-50756
Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,4,2018,18-50803
Fatal/Injury Collision,13700 96TH AVE,4,2018,18-50839
Fatal/Injury Collision,KING GEORGE BLVD / 102ND AVE,4,2018,18-50968
Fatal/Injury Collision,140TH ST / 104TH AVE,4,2018,18-52292
Fatal/Injury Collision,10100 120TH ST,4,2018,18-52573
Fatal/Injury Collision,11900 OLD YALE RD,4,2018,18-53624
Fatal/Injury Collision,139TH ST / 102ND AVE,4,2018,18-53682
Fatal/Injury Collision,88TH AVE / 133A ST,4,2018,18-54471
Fatal/Injury Collision,9800 KING GEORGE BLVD,4,2018,18-54855
Fatal/Injury Collision,132ND ST / 89TH AVE,4,2018,18-55579
Fatal/Injury Collision,KING GEORGE BLVD / 88TH AVE,4,2018,18-55688
Fatal/Injury Collision,132ND ST / 96TH AVE,4,2018,18-55707
Fatal/Injury Collision,KING GEORGE BLVD / 100TH AVE,4,2018,18-56112
Fatal/Injury Collision,97TH AVE / 128TH ST,4,2018,18-56546
Fatal/Injury Collision,13300 103A AVE,4,2018,18-56705
Fatal/Injury Collision,11300 133A ST,4,2018,18-59169
Fatal/Injury Collision,9600 128TH ST,4,2018,18-45237
Fatal/Injury Collision,138TH ST / 100TH AVE,4,2018,18-46057
Fatal/Injury Collision,KING GEORGE BLVD / 96TH AVE,4,2018,18-46163
Fatal/Injury Collision,HWY 17 / OLD YALE RD,4,2018,18-46165
Fatal/Injury Collision,HWY 17 / OLD YALE RD,4,2018,18-48056
Fatal/Injury Collision,88TH AVE / LAUDER DR,4,2018,18-48125
Fatal/Injury Collision,11100 132ND ST,4,2018,18-48178
Fatal/Injury Collision,KING GEORGE BLVD / 96TH AVE,4,2018,18-48804
Fatal/Injury Collision,132ND ST / 96TH AVE,4,2018,18-51127
Fatal/Injury Collision,144TH ST / 88TH AVE,4,2018,18-57842
Fatal/Injury Collision,12800 KING GEORGE BLVD,4,2018,18-48883
Fatal/Injury Collision,LAUREL DR / 140TH ST,4,2018,18-45169
Fatal/Injury Collision,107A AVE / KING GEORGE BLVD,4,2018,18-50371
Fatal/Injury Collision,140TH ST / 104TH AVE,4,2018,18-52292
Fatal/Injury Collision,11900 OLD YALE RD,4,2018,18-53624
Fatal/Injury Collision,104TH AVE / KING GEORGE BLVD,4,2018,18-57330
Fatal/Injury Collision,104TH AVE / 144TH ST,4,2018,18-46236
Fatal/Injury Collision,108TH AVE / 148TH ST,4,2018,18-47351
Fatal/Injury Collision,156TH ST / 100TH AVE,4,2018,18-49317
Fatal/Injury Collision,160TH ST / 96TH AVE,4,2018,18-50039
Fatal/Injury Collision,FRASER HWY / 156TH ST,4,2018,18-50725
Fatal/Injury Collision,80TH AVE / 160TH ST,4,2018,18-55076
Fatal/Injury Collision,1000 GUILDFORD TOWN CNTR,4,2018,18-55241
Fatal/Injury Collision,14700 108TH AVE,4,2018,18-55520
Fatal/Injury Collision,104TH AVE / 154TH ST,4,2018,18-56124
Fatal/Injury Collision,8100 156TH ST,4,2018,18-58222
Fatal/Injury Collision,160TH ST / FRASER HWY,4,2018,18-59244
Fatal/Injury Collision,91ST AVE / 152ND ST,4,2018,18-59666
Fatal/Injury Collision,152ND ST / 101ST AVE,3,2018,18-44305
Fatal/Injury Collision,103RD AVE / 148TH ST,4,2018,18-53337
Fatal/Injury Collision,144TH ST / 104A AVE,4,2018,18-55245
Fatal/Injury Collision,7200 BLOCK 168TH ST,4,2018,18-55285
Fatal/Injury Collision,160TH ST / 84TH AVE,4,2018,18-58365
Fatal/Injury Collision,88TH AVE / 168TH ST,4,2018,18-46504
Fatal/Injury Collision,105TH AVE / 152ND ST,4,2018,18-46693
Fatal/Injury Collision,14600 104TH AVE,4,2018,18-48582
Fatal/Injury Collision,162ND ST / FRASER HWY,4,2018,18-48750
Fatal/Injury Collision,154TH ST / 105TH AVE,4,2018,18-49742
Fatal/Injury Collision,HWY 17 / 104TH AVE,4,2018,18-50109
Fatal/Injury Collision,146TH ST / 84TH AVE,4,2018,18-50165
Fatal/Injury Collision,HWY 17 / 104TH AVE,4,2018,18-50246
Fatal/Injury Collision,161ST ST / 96TH AVE,4,2018,18-50438
Fatal/Injury Collision,152ND ST / FRASER HWY,4,2018,18-51493
Fatal/Injury Collision,9800 160TH ST,4,2018,18-51654
Fatal/Injury Collision,FRASER HWY / 84TH AVE,4,2018,18-51770
Fatal/Injury Collision,148TH ST / 96TH AVE,4,2018,18-51959
Fatal/Injury Collision,164TH ST / 104TH AVE,4,2018,18-52290
Fatal/Injury Collision,152ND ST / 92ND AVE,4,2018,18-52923
Fatal/Injury Collision,104TH AVE / 148TH ST,4,2018,18-53393
Fatal/Injury Collision,14400 BLOCK 84TH AVE,4,2018,18-53463
Fatal/Injury Collision,7800 160TH ST,4,2018,18-54325
Fatal/Injury Collision,15100 108TH AVE,4,2018,18-54888
Fatal/Injury Collision,152ND ST / FERGUSON DVRS,4,2018,18-55007
Fatal/Injury Collision,104TH AVE / 148TH ST,4,2018,18-55010
Fatal/Injury Collision,154TH ST / 100TH AVE,4,2018,18-55465
Fatal/Injury Collision,164TH ST / 104TH AVE,4,2018,18-55638
Fatal/Injury Collision,14000 102A AVE,4,2018,18-56175
Fatal/Injury Collision,102A AVE / 152ND ST,4,2018,18-57104
Fatal/Injury Collision,103A AVE / 154TH ST,4,2018,18-57263
Fatal/Injury Collision,160TH ST / 89TH AVE,4,2018,18-57575
Fatal/Injury Collision,16100 82ND AVE,4,2018,18-57780
Fatal/Injury Collision,152ND ST / 86TH AVE,4,2018,18-57776
Fatal/Injury Collision,164TH ST / 92ND AVE,4,2018,18-58778
Fatal/Injury Collision,144TH ST / 108TH AVE,4,2018,18-59504
Fatal/Injury Collision,10000 148TH ST,4,2018,18-59637
Fatal/Injury Collision,FLEETWOOD WAY / FRASER HWY,4,2018,18-59840
Fatal/Injury Collision,88TH AVE / 152ND ST,4,2018,18-60219
Fatal/Injury Collision,GROSVENOR RD / DOUGLAS RD,4,2018,18-47167
Fatal/Injury Collision,9700 140TH ST,4,2018,18-45732
Fatal/Injury Collision,104TH AVE / 154TH ST,4,2018,18-45765
Fatal/Injury Collision,14200 100A AVE,4,2018,18-46030
Fatal/Injury Collision,104TH AVE / 150TH ST,4,2018,18-46197
Fatal/Injury Collision,FRASER HWY / 96TH AVE,4,2018,18-46418
Fatal/Injury Collision,104TH AVE / 150TH ST,4,2018,18-46739
Fatal/Injury Collision,160TH ST / 92ND AVE,4,2018,18-47166
Fatal/Injury Collision,160TH ST / 108TH AVE,4,2018,18-47274
Fatal/Injury Collision,162A ST / 96TH AVE,4,2018,18-47543
Fatal/Injury Collision,14600 104TH AVE,4,2018,18-47746
Fatal/Injury Collision,FRASER HWY / 164TH ST,4,2018,18-48063
Fatal/Injury Collision,154A ST / 84TH AVE,4,2018,18-48160
Fatal/Injury Collision,160TH ST / FRASER HWY,4,2018,18-48223
Fatal/Injury Collision,13900 113A AVE,4,2018,18-48877
Fatal/Injury Collision,HWY 17 / 104TH AVE,4,2018,18-50837
Fatal/Injury Collision,108TH AVE / 150TH ST,4,2018,18-50948
Fatal/Injury Collision,14400 104TH AVE,4,2018,18-51746
Fatal/Injury Collision,102A AVE / 152ND ST,4,2018,18-52260
Fatal/Injury Collision,11700 138TH ST,4,2018,18-52496
Fatal/Injury Collision,10300 152ND ST,4,2018,18-52806
Fatal/Injury Collision,93RD AVE / 152ND ST,4,2018,18-54494
Fatal/Injury Collision,100TH AVE / 152ND ST,4,2018,18-54518
Fatal/Injury Collision,16800 BLOCK TRANS CANADA HWY,4,2018,18-54778
Fatal/Injury Collision,152ND ST / 101ST AVE,4,2018,18-55162
Fatal/Injury Collision,150TH ST / 104TH AVE,4,2018,18-56095
Fatal/Injury Collision,14100 101ST AVE,4,2018,18-57131
Fatal/Injury Collision,15500 FRASER HWY,4,2018,18-57432
Fatal/Injury Collision,15600 83RD AVE,4,2018,18-57869
Fatal/Injury Collision,16200 83RD AVE,4,2018,18-58615
Fatal/Injury Collision,146TH ST / 88TH AVE,4,2018,18-60045
Fatal/Injury Collision,108TH AVE / 152ND ST,4,2018,18-45831
Fatal/Injury Collision,104TH AVE / 146TH ST,4,2018,18-49082
Fatal/Injury Collision,154TH ST / 104TH AVE,4,2018,18-49333
Fatal/Injury Collision,111TH AVE / 146TH ST,4,2018,18-49433
Fatal/Injury Collision,14000 GROSVENOR RD,4,2018,18-51412
Fatal/Injury Collision,92ND AVE / 150TH ST,4,2018,18-58249
Fatal/Injury Collision,FRASER HWY / 152ND ST,4,2018,18-47697
Fatal/Injury Collision,14600 104TH AVE,4,2018,18-48582
Fatal/Injury Collision,10300 152ND ST,4,2018,18-52806
Fatal/Injury Collision,128A ST / 68TH AVE,4,2018,18-45157
Fatal/Injury Collision,64TH AVE / 121ST ST,4,2018,18-46135
Fatal/Injury Collision,64TH AVE / 152ND ST,4,2018,18-46188
Fatal/Injury Collision,126TH ST / 72ND AVE,4,2018,18-46499
Fatal/Injury Collision,81ST AVE / 132A ST,4,2018,18-49211
Fatal/Injury Collision,65A AVE / 132ND ST,4,2018,18-49919
Fatal/Injury Collision,80TH AVE / 140TH ST,4,2018,18-49973
Fatal/Injury Collision,8200 KING GEORGE BLVD,4,2018,18-50359
Fatal/Injury Collision,7600 144A ST,4,2018,18-50671
Fatal/Injury Collision,122ND ST / 72ND AVE,4,2018,18-50745
Fatal/Injury Collision,80TH AVE / 134A ST,4,2018,18-51232
Fatal/Injury Collision,8600 BLOCK 128TH ST,4,2018,18-51321
Fatal/Injury Collision,13500 BLOCK 79A AVE,4,2018,18-51497
Fatal/Injury Collision,12400 88TH AVE,4,2018,18-53805
Fatal/Injury Collision,132ND ST / 64TH AVE,4,2018,18-53887
Fatal/Injury Collision,64TH AVE / KING GEORGE BLVD,4,2018,18-55323
Fatal/Injury Collision,68TH AVE / KING GEORGE BLVD,4,2018,18-55538
Fatal/Injury Collision,72ND AVE / 141A ST,4,2018,18-55572
Fatal/Injury Collision,129B ST / 73RD AVE,4,2018,18-56028
Fatal/Injury Collision,138TH ST / 74TH AVE,4,2018,18-56090
Fatal/Injury Collision,80TH AVE / 128TH ST,4,2018,18-59372
Fatal/Injury Collision,120TH ST / 58TH AVE,4,2018,18-59494
Fatal/Injury Collision,63RD AVE / 134A ST,4,2018,18-60043
Fatal/Injury Collision,KING GEORGE BLVD / 84TH AVE,4,2018,18-45676
Fatal/Injury Collision,6400 KING GEORGE BLVD,4,2018,18-48638
Fatal/Injury Collision,8700 BLOCK 128TH ST,4,2018,18-51375
Fatal/Injury Collision,128TH ST / 87TH AVE,4,2018,18-55104
Fatal/Injury Collision,160TH ST / 56TH AVE,4,2018,18-59359
Fatal/Injury Collision,72ND AVE / KWANTLEN WAY,4,2018,18-44726
Fatal/Injury Collision,121A ST / 75TH AVE,4,2018,18-44843
Fatal/Injury Collision,148TH ST / 60TH AVE,4,2018,18-44910
Fatal/Injury Collision,KING GEORGE BLVD / 77TH AVE,4,2018,18-45184
Fatal/Injury Collision,84TH AVE / 129A ST,4,2018,18-45208
Fatal/Injury Collision,137TH ST / 72ND AVE,4,2018,18-46289
Fatal/Injury Collision,68TH AVE / 132ND ST,4,2018,18-46498
Fatal/Injury Collision,122ND ST / 72ND AVE,4,2018,18-46676
Fatal/Injury Collision,13400 71ST AVE,4,2018,18-46688
Fatal/Injury Collision,138TH ST / 72ND AVE,4,2018,18-46719
Fatal/Injury Collision,72ND AVE / 144TH ST,4,2018,18-47855
Fatal/Injury Collision,122ND ST / 78TH AVE,4,2018,18-48180
Fatal/Injury Collision,82ND AVE / 128TH ST,4,2018,18-48593
Fatal/Injury Collision,12800 80TH AVE,4,2018,18-48672
Fatal/Injury Collision,8700 TULSY CRES,4,2018,18-48732
Fatal/Injury Collision,120A ST / 80TH AVE,4,2018,18-49079
Fatal/Injury Collision,128TH ST / 58TH AVE,4,2018,18-49408
Fatal/Injury Collision,144TH ST / 64TH AVE,4,2018,18-50722
Fatal/Injury Collision,KING GEORGE BLVD / HALL RD,4,2018,18-51244
Fatal/Injury Collision,64TH AVE / 130TH ST,4,2018,18-51710
Fatal/Injury Collision,8600 130TH ST,4,2018,18-51790
Fatal/Injury Collision,132ND ST / 64TH AVE,4,2018,18-52072
Fatal/Injury Collision,128TH ST / 76TH AVE,4,2018,18-52199
Fatal/Injury Collision,8500 120TH ST,4,2018,18-52204
Fatal/Injury Collision,128TH ST / 76TH AVE,4,2018,18-52217
Fatal/Injury Collision,130TH ST / 72ND AVE,4,2018,18-52330
Fatal/Injury Collision,KING GEORGE BLVD / 72ND AVE,4,2018,18-52387
Fatal/Injury Collision,64TH AVE / 152ND ST,4,2018,18-52415
Fatal/Injury Collision,122ND ST / 72ND AVE,4,2018,18-52786
Fatal/Injury Collision,KING GEORGE BLVD / 68TH AVE,4,2018,18-52911
Fatal/Injury Collision,128TH ST / 76TH AVE,4,2018,18-53012
Fatal/Injury Collision,128TH ST / 58TH AVE,4,2018,18-53535
