Date/Time,Year,Month,Mean Max Temp (°C),Mean Max Temp Flag,Mean Min Temp (°C),Mean Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Extr Max Temp (°C),Extr Max Temp Flag,Extr Min Temp (°C),Extr Min Temp Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow Grnd Last Day (cm),Snow Grnd Last Day Flag,Dir of Max Gust (10's deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
1929-01,1929,1,3.6,,-3.3,,0.2,,11.1,,-13.3,S,36.3,,23.9,,60.2,,,,,,,
1929-02,1929,2,6.2,,-1.9,,2.2,,10.6,S,-11.1,,29.2,,1.3,,30.5,,,,,,,
1929-03,1929,3,10.8,,3.7,,7.3,,14.4,,0.6,S,77,,0,,77,,,,,,,
1929-04,1929,4,13.1,,3.8,,8.5,,18.9,,-1.7,,41.4,,0,,41.4,,,,,,,
1929-05,1929,5,17.1,,7.7,,12.4,,21.1,,3.9,S,36.3,,0,,36.3,,,,,,,
1929-06,1929,6,19.5,,9.9,,14.7,,23.9,,6.7,S,30.2,,0,,30.2,,,,,,,
1929-07,1929,7,23.8,,11.1,,17.5,,28.9,,6.7,,15.7,,0,,15.7,,,,,,,
1929-08,1929,8,23.9,,12.3,,18.1,,27.8,,7.8,,24.6,,0,,24.6,,,,,,,
1929-09,1929,9,21.8,,10.1,,16,,30,,5,,16,,0,,16,,,,,,,
1929-10,1929,10,16.9,,7.7,,12.3,,24.4,,2.8,S,52.1,,0,,52.1,,,,,,,
1929-11,1929,11,10.2,,2.7,,6.5,,14.4,,-2.8,S,62.7,,0,,62.7,,,,,,,
1929-12,1929,12,6.7,,1.2,,4,,13.3,,-7.2,,95.8,,30.5,,126.2,,,,,,,
1930-01,1930,1,3,,-5.8,,-1.4,,8.9,,-12.2,,64.5,,2.5,,67.1,,,,,,,
1930-02,1930,2,9.9,,2.1,,6,,13.9,,-1.7,,165.9,,0,T,165.9,,,,,,,
1930-03,1930,3,11.8,,2.6,,7.2,,19.4,,-1.7,S,66.3,,0,,66.3,,,,,,,
1930-04,1930,4,15.4,,6.4,,10.9,,19.4,,2.2,,75.7,,0,,75.7,,,,,,,
1930-05,1930,5,17.1,,7,,12.1,,23.3,,1.7,,55.1,,0,,55.1,,,,,,,
1930-06,1930,6,20.1,,9.9,,15,,26.7,,5.6,,52.6,,0,,52.6,,,,,,,
1930-07,1930,7,23.4,,11.1,,17.3,,30.6,,7.8,S,2.5,,0,,2.5,,,,,,,
1930-08,1930,8,24.2,,12.6,,18.4,,27.2,S,9.4,,5.8,,0,,5.8,,,,,,,
1930-09,1930,9,20.4,,10.8,,15.6,,26.1,,5.6,,65.5,,0,,65.5,,,,,,,
1930-10,1930,10,14.6,,5.9,,10.3,,19.4,,-1.1,,173.5,,0,,173.5,,,,,,,
1930-11,1930,11,10,,3,,6.5,,17.8,,-3.9,,66,,6.4,,72.4,,,,,,,
1930-12,1930,12,9,,2.9,,6,,14.4,,-2.2,,64.5,,0,,64.5,,,,,,,
1931-01,1931,1,9.7,,4.1,,6.9,,17.2,,-0.6,,216.7,,0,,216.7,,,,,,,
1931-02,1931,2,9.9,,2.9,,6.4,,15,,0,S,76.5,,0,T,76.5,,,,,,,
1931-03,1931,3,11.9,,4.4,,8.2,,15.6,,-0.6,,156.5,,5.8,,162.3,,,,,,,
1931-04,1931,4,16.4,,6.2,,11.3,,25.6,S,0.6,,66.5,,0,,66.5,,,,,,,
1931-05,1931,5,19.7,,8.9,,14.3,,26.1,,3.9,,52.1,,0,,52.1,,,,,,,
1931-06,1931,6,20.5,,10.7,,15.6,,26.1,,7.8,,137.4,,0,,137.4,,,,,,,
1931-07,1931,7,24.1,,11.7,,17.9,,28.9,,8.3,,9.9,,0,,9.9,,,,,,,
1931-08,1931,8,23.7,,11.7,,17.7,,33.3,,8.9,,5.3,,0,,5.3,,,,,,,
1931-09,1931,9,19.2,,10.8,,15,,24.4,,6.7,S,148.3,,0,,148.3,,,,,,,
1931-10,1931,10,15.4,,7.3,,11.4,,21.7,,3.3,,62.5,,0,,62.5,,,,,,,
1931-11,1931,11,9.1,,2.5,,5.8,,15,,-4.4,,134.6,,6.4,,141,,,,,,,
1931-12,1931,12,7.3,,2.4,,4.9,,12.2,,-2.8,,175.5,,3.8,,179.3,,,,,,,
1932-01,1932,1,5.3,,0.1,,2.7,,9.4,S,-10.6,,123.4,,25.4,,148.8,,,,,,,
1932-02,1932,2,8.2,,1.9,,5.1,,13.3,S,-10,,137.2,,2.5,,139.7,,,,,,,
1932-03,1932,3,12,,5.6,,8.8,,18.3,,0.6,,187.7,,6.4,,194.1,,,,,,,
1932-04,1932,4,15.8,,6.3,,11.1,,23.3,,2.2,,101.1,,0,,101.1,,,,,,,
1932-05,1932,5,19.1,,7.6,,13.4,,28.3,,3.3,S,17.5,,0,,17.5,,,,,,,
1932-06,1932,6,22.2,,10.4,,16.3,,30,,6.1,,50,,0,,50,,,,,,,
1932-07,1932,7,21.1,,11.3,,16.2,,23.9,,7.2,,111.3,,0,,111.3,,,,,,,
1932-08,1932,8,23.1,,11.8,,17.5,,27.2,,8.9,,19.6,,0,,19.6,,,,,,,
1932-09,1932,9,21.1,,9.3,,15.2,,25.6,S,5.6,,40.1,,0,,40.1,,,,,,,
1932-10,1932,10,16.4,,7.5,,12,,28.9,,2.2,,128.5,,0,,128.5,,,,,,,
1932-11,1932,11,11.4,,6.4,,8.9,,16.7,,2.2,,202.9,,0,,202.9,,,,,,,
1932-12,1932,12,6.4,,0.1,,3.3,,11.7,,-10,,124.5,,0,T,124.5,,,,,,,
1933-01,1933,1,6.3,,1.3,,3.8,,10.6,S,-3.3,,118.4,,29.2,,147.6,,,,,,,
1933-02,1933,2,6.1,,-0.7,,2.7,,12.2,,-12.2,,80.3,,5.1,,85.3,,,,,,,
1933-03,1933,3,11.3,,3.5,,7.4,,17.2,S,-1.7,,97.5,,0,,97.5,,,,,,,
1933-04,1933,4,14.8,,4.3,,9.6,,20.6,,0.6,,10.7,,0,,10.7,,,,,,,
1933-05,1933,5,16.4,,7.7,,12.1,,20.6,,4.4,,82.3,,0,,82.3,,,,,,,
1933-06,1933,6,20.5,,9.6,,15.1,,27.8,,3.9,,31,,0,,31,,,,,,,
1933-07,1933,7,22.5,,10.9,,16.7,,27.2,,7.2,S,35.8,,0,,35.8,,,,,,,
1933-08,1933,8,24.3,,12.8,,18.6,,32.8,,8.9,,22.9,,0,,22.9,,,,,,,
1933-09,1933,9,18.1,,9.8,,14,,23.9,,2.2,,141.2,,0,,141.2,,,,,,,
1933-10,1933,10,14.7,,7.1,,10.9,,22.2,,1.7,,153.2,,0,,153.2,,,,,,,
1933-11,1933,11,10.6,,5.4,,8,,15,,-1.1,,94.2,,0,,94.2,,,,,,,
1933-12,1933,12,7.7,,2.8,,5.3,,12.2,,-3.3,S,243.3,,2.5,,245.9,,,,,,,
1934-01,1934,1,9.2,,3.4,,6.3,,11.7,S,-0.6,,200.2,,0,,200.2,,,,,,,
1934-02,1934,2,11.9,,3.1,,7.5,,17.2,,-0.6,,63.8,,0,,63.8,,,,,,,
1934-03,1934,3,13.4,,5.3,,9.4,,18.3,,1.7,,116.6,,0,,116.6,,,,,,,
1934-04,1934,4,17.4,,7.6,,12.5,,26.7,,3.9,S,31.5,,0,,31.5,,,,,,,
1934-05,1934,5,20,,7.6,,13.8,,27.8,,3.9,,51.8,,0,,51.8,,,,,,,
1934-06,1934,6,23.8,,9.2,,16.5,,28.9,,3.9,,13.7,,0,,13.7,,,,,,,
1934-07,1934,7,23.3,,11,,17.2,,28.3,,6.7,,26.2,,0,,26.2,,,,,,,
1934-08,1934,8,23.8,,11.2,,17.5,,32.2,,7.8,,30.2,,0,,30.2,,,,,,,
1934-09,1934,9,19.7,,8.7,,14.2,,28.9,,0,,47.5,,0,,47.5,,,,,,,
1934-10,1934,10,16,,6.4,,11.2,,23.9,,1.1,,63.2,,0,,63.2,,,,,,,
1934-11,1934,11,11.7,,6.3,,9,,16.7,,1.1,,179.8,,0,,179.8,,,,,,,
1934-12,1934,12,7.7,,2.3,,5,,11.1,,-3.9,,204,,7.6,,211.6,,,,,,,
1935-01,1935,1,5.9,,-0.2,,2.9,,15.6,,-16.1,,333.8,,68.8,,402.6,,,,,,,
1935-02,1935,2,10.7,,2.8,,6.8,,13.9,S,-3.3,,72.1,,0,,72.1,,,,,,,
1935-03,1935,3,9.6,,2.2,,5.9,,12.8,,-1.7,,152.1,,4.6,,156.7,,,,,,,
1935-04,1935,4,14.7,,3,,8.9,,20.6,,-2.8,S,36.8,,0,,36.8,,,,,,,
1935-05,1935,5,18.4,,6.4,,12.4,,22.2,S,3.3,S,6.9,,0,,6.9,,,,,,,
1935-06,1935,6,21.6,,9.8,,15.7,,28.3,,5,,22.4,,0,,22.4,,,,,,,
1935-07,1935,7,22.9,,11.7,,17.3,,30.6,,7.8,,41.9,,0,,41.9,,,,,,,
1935-08,1935,8,23,,11.6,,17.3,,31.1,S,7.2,,26.4,,0,,26.4,,,,,,,
1935-09,1935,9,21.1,,10.2,,15.7,,25.6,S,5,,65.5,,0,,65.5,,,,,,,
1935-10,1935,10,13.9,,6,,10,,23.3,,-5.6,,101.3,,0,,101.3,,,,,,,
1935-11,1935,11,9.5,,2.4,,6,,13.3,,-5.6,,78,,0,,78,,,,,,,
1935-12,1935,12,9.3,,3.9,,6.6,,12.8,S,-2.8,,93.5,,0,,93.5,,,,,,,
1936-01,1936,1,8,,2.8,,5.4,,11.1,,-5,,180.3,,0,,180.3,,,,,,,
1936-02,1936,2,3.5,,-4.9,,-0.7,,10.6,,-15.6,,82,,26.7,,108.7,,,,,,,
1936-03,1936,3,9.7,,2.3,,6,,13.3,,-3.9,,80.3,,7.6,,87.9,,,,,,,
1936-04,1936,4,15.6,,5.9,,10.8,,20.6,S,-2.8,,71.9,,0,T,71.9,,,,,,,
1936-05,1936,5,19.8,,9.4,,14.6,,27.2,S,5,,79.5,,0,,79.5,,,,,,,
1936-06,1936,6,22.6,,11.9,,17.3,,28.3,,8.9,S,53.3,,0,,53.3,,,,,,,
1936-07,1936,7,23.9,,12.5,,18.2,,27.2,S,8.9,,37.1,,0,,37.1,,,,,,,
1936-08,1936,8,24.8,,12.5,,18.7,,32.2,,8.9,,15.5,,0,,15.5,,,,,,,
1936-09,1936,9,18.6,,9.7,,14.2,,23.9,,6.1,,86.9,,0,,86.9,,,,,,,
1936-10,1936,10,15.4,,8.1,,11.8,,23.9,,2.8,,54.6,,0,,54.6,,,,,,,
1936-11,1936,11,10,,2.2,,6.1,,17.2,,-3.3,,28.4,,0,,28.4,,,,,,,
1936-12,1936,12,8.1,,2.9,,5.5,,12.2,,-4.4,,170.2,,3.8,,174,,,,,,,
1937-01,1937,1,1.2,,-5.6,,-2.2,,7.2,,-13.3,,14.2,,50.8,,65,,,,,,,
1937-02,1937,2,6.6,,0.3,,3.5,,13.9,,-6.1,,86.1,,55.9,,142,,,,,,,
1937-03,1937,3,13.4,,4.8,,9.1,,18.9,,0.6,S,61.2,,0,,61.2,,,,,,,
1937-04,1937,4,13.3,,6.1,,9.7,,17.2,,2.2,,117.1,,0,,117.1,,,,,,,
1937-05,1937,5,18.1,,7.4,,12.8,,22.8,,3.3,,43.7,,0,,43.7,,,,,,,
1937-06,1937,6,21.4,,10.7,,16.1,,27.2,,6.1,,105.7,,0,,105.7,,,,,,,
1937-07,1937,7,23.7,,11.8,,17.8,,27.2,,8.3,S,2.8,,0,,2.8,,,,,,,
1937-08,1937,8,21.6,,11.4,,16.5,,25,S,6.7,,56.4,,0,,56.4,,,,,,,
1937-09,1937,9,20.3,,10.2,,15.3,,31.7,,3.9,,44.2,,0,,44.2,,,,,,,
1937-10,1937,10,16.2,,7.7,,12,,21.7,,3.3,,127.3,,0,,127.3,,,,,,,
1937-11,1937,11,10.2,,4.7,,7.5,,16.7,,-2.8,,161.5,,25.4,,186.9,,,,,,,
1937-12,1937,12,7.8,,2.8,,5.3,,12.2,,-4.4,S,173.5,,29.2,,202.7,,,,,,,
1938-01,1938,1,6.9,,1.9,,4.4,,10,S,-5,,80,,7.6,,87.6,,,,,,,
1938-02,1938,2,8.7,,1.7,,5.2,,16.1,,-3.9,,80.3,,0,,80.3,,,,,,,
1938-03,1938,3,11.3,,3.6,,7.5,,15,S,-1.1,,77.2,,0,,77.2,,,,,,,
1938-04,1938,4,15.4,,5.8,,10.6,,21.1,,-1.7,,64,,0,,64,,,,,,,
1938-05,1938,5,19.1,,6.8,,13,,26.1,S,2.2,,43.7,,0,,43.7,,,,,,,
1938-06,1938,6,22.3,,9.9,,16.1,,27.2,S,5.6,S,15.2,,0,,15.2,,,,,,,
1938-07,1938,7,24.2,,11.3,,17.8,,31.7,,7.8,,21.1,,0,,21.1,,,,,,,
1938-08,1938,8,22.4,,10.1,,16.3,,27.2,,7.2,,13.2,,0,,13.2,,,,,,,
1938-09,1938,9,20.7,,10.4,,15.6,,25,,7.2,,38.1,,0,,38.1,,,,,,,
1938-10,1938,10,15.5,,6.4,,11,,19.4,S,0.6,S,88.1,,0,,88.1,,,,,,,
1938-11,1938,11,9.1,,1.9,,5.5,,13.9,,-2.8,,87.1,,0,,87.1,,,,,,,
1938-12,1938,12,7.3,,0.9,,4.1,,12.2,,-8.3,,191,,7.6,,198.6,,,,,,,
1939-01,1939,1,8.2,,3.4,,5.8,,12.2,,-0.6,,208.3,,0,,208.3,,,,,,,
1939-02,1939,2,6.4,,-0.8,,2.8,,9.4,S,-7.8,S,86.9,,19.1,,105.9,,,,,,,
1939-03,1939,3,10.8,,2.7,,6.8,,18.3,,-3.9,,59.2,,0,T,59.2,,,,,,,
1939-04,1939,4,15.9,,4.7,,10.3,,25.6,,0,,39.1,,0,,39.1,,,,,,,
1939-05,1939,5,19.2,,6.9,,13.1,,26.1,,2.2,S,60.7,,0,,60.7,,,,,,,
1939-06,1939,6,19.3,,9.6,,14.5,,23.9,,3.9,,62.7,,0,,62.7,,,,,,,
1939-07,1939,7,22.7,,11.1,,16.9,,27.8,,7.8,S,60.5,,0,,60.5,,,,,,,
1939-08,1939,8,24.3,,11.2,,17.8,,32.8,,8.9,S,16,,0,,16,,,,,,,
1939-09,1939,9,19.3,,9.2,,14.3,,24.4,,5,S,34.5,,0,,34.5,,,,,,,
1939-10,1939,10,13.7,,6.2,,10,,18.3,,-1.7,,131.1,,0,,131.1,,,,,,,
1939-11,1939,11,12.8,,6.3,,9.6,,17.2,,1.7,,155.4,,0,,155.4,,,,,,,
1939-12,1939,12,10.2,,4.8,,7.5,,14.4,S,-3.3,,166.6,,0,T,166.6,,,,,,,
1940-01,1940,1,8.4,,2.2,,5.3,,16.1,,-5,,91.9,,3.8,,95.8,,,,,,,
1940-02,1940,2,9.7,,3.3,,6.5,,12.8,,-1.1,S,159.8,,1.3,,161,,,,,,,
1940-03,1940,3,12.8,,4.6,,8.7,,17.2,,0.6,S,111.8,,0,,111.8,,,,,,,
1940-04,1940,4,16.9,,6.5,,11.7,,22.8,,2.8,S,42.9,,0,,42.9,,,,,,,
1940-05,1940,5,20.8,,8.4,,14.6,,26.7,,3.3,,100.1,,0,,100.1,,,,,,,
1940-06,1940,6,22.9,,9.8,,16.4,,26.1,,7.2,S,6.9,,0,,6.9,,,,,,,
1940-07,1940,7,23.4,,11.8,,17.6,,28.3,,7.8,S,8.4,,0,,8.4,,,,,,,
1940-08,1940,8,24,,12.3,,18.2,,31.1,,8.9,,16.8,,0,,16.8,,,,,,,
1940-09,1940,9,21.8,,11.4,,16.6,,27.8,,5,,34.3,,0,,34.3,,,,,,,
1940-10,1940,10,15.9,,8.7,,12.3,,23.3,,1.1,,150.9,,0,,150.9,,,,,,,
1940-11,1940,11,8.2,,1.6,,4.9,,12.2,S,-5,S,79.5,,0,,79.5,,,,,,,
1940-12,1940,12,8.6,,2.9,,5.8,,13.9,,-6.1,,194.8,,0,,194.8,,,,,,,
1941-01,1941,1,9.1,,2.8,,6,,13.3,,-1.7,,97.3,,0,,97.3,,,,,,,
1941-02,1941,2,10.9,,2.8,,6.9,,15.6,S,-1.7,,117.6,,0,,117.6,,,,,,,
1941-03,1941,3,15.1,,4.6,,9.9,,20.6,S,0.6,S,65.8,,0,,65.8,,,,,,,
1941-04,1941,4,17.2,,6.2,,11.7,,22.8,S,0.6,,42.9,,0,,42.9,,,,,,,
1941-05,1941,5,18.5,,8.1,,13.3,,26.7,,3.9,,74.9,,0,,74.9,,,,,,,
1941-06,1941,6,21.5,,10.6,,16.1,,27.2,,6.1,,40.9,,0,,40.9,,,,,,,
1941-07,1941,7,25.2,,13.1,,19.2,,31.1,S,9.4,S,14.7,,0,,14.7,,,,,,,
1941-08,1941,8,22.6,,11.9,,17.3,,28.3,S,9.4,,67.3,,0,,67.3,,,,,,,
1941-09,1941,9,18.4,,9.6,,14,,22.2,,5,,151.1,,0,,151.1,,,,,,,
1941-10,1941,10,15.1,,7.6,,11.4,,18.9,S,2.2,,109.2,,0,,109.2,,,,,,,
1941-11,1941,11,11.6,,4,,7.8,,16.1,,-1.1,,123.4,,0,,123.4,,,,,,,
1941-12,1941,12,7.8,,1.6,,4.7,,13.9,,-7.2,,113.5,,0,,113.5,,,,,,,
1942-01,1942,1,7.5,,0.2,,3.9,,12.8,S,-8.3,S,50,,5.1,,55.1,,,,,,,
1942-02,1942,2,9.2,,1.3,,5.3,,13.3,,-3.9,,52.3,,0,,52.3,,,,,,,
1942-03,1942,3,11.2,,2.8,,7,,17.2,,-0.6,,61.5,,0,,61.5,,,,,,,
1942-04,1942,4,16,,5.8,,10.9,,20.6,,1.7,,64.3,,0,,64.3,,,,,,,
1942-05,1942,5,18.6,,8,,13.3,,24.4,,2.8,S,68.1,,0,,68.1,,,,,,,
1942-06,1942,6,20.9,,10.1,,15.5,,31.7,,6.7,,116.8,,0,,116.8,,,,,,,
1942-07,1942,7,24.4,,13.2,,18.8,,32.2,,9.4,,42.9,,0,,42.9,,,,,,,
1942-08,1942,8,24.7,,13.1,,18.9,,32.2,,8.3,,6.6,,0,,6.6,,,,,,,
1942-09,1942,9,19.4,,8.8,,14.1,,22.8,S,4.4,,7.1,,0,,7.1,,,,,,,
1942-10,1942,10,15.2,,6.7,,11,,22.2,,2.2,S,78,,0,,78,,,,,,,
1942-11,1942,11,9.2,,2.7,,6,,13.9,,-2.2,,134.4,,0,,134.4,,,,,,,
1942-12,1942,12,7.4,,2.6,,5,,13.3,,-2.8,S,147.8,,14.7,,162.6,,,,,,,
1943-01,1943,1,3.1,,-3.8,,-0.4,,10,,-16.7,,30.5,,15.2,,45.7,,,,,,,
1943-02,1943,2,10.4,,0.8,,5.6,,16.7,,-1.7,S,113.5,,2.5,,116.1,,,,,,,
1943-03,1943,3,10.8,,1.2,,6,,16.7,,-3.9,,56.1,,0,,56.1,,,,,,,
1943-04,1943,4,15.7,,5.5,,10.6,,20.6,S,0.6,S,96.3,,0,,96.3,,,,,,,
1943-05,1943,5,16.9,,6.4,,11.7,,20,S,2.2,,60.2,,0,,60.2,,,,,,,
1943-06,1943,6,20.3,,8.8,,14.6,,25,S,5,,28.4,,0,,28.4,,,,,,,
1943-07,1943,7,21.9,,11.3,,16.6,,24.4,S,8.3,,45,,0,,45,,,,,,,
1943-08,1943,8,21.8,,11.3,,16.6,,27.8,,8.3,,48.8,,0,,48.8,,,,,,,
1943-09,1943,9,21.1,,9.7,,15.4,,29.4,,6.1,S,46,,0,,46,,,,,,,
1943-10,1943,10,15.9,,6.8,,11.4,,23.9,,0,,139.4,,0,,139.4,,,,,,,
1943-11,1943,11,11.1,,3.4,,7.3,,15,S,-0.6,,53.8,,0,,53.8,,,,,,,
1943-12,1943,12,7.3,,0.1,,3.7,,11.7,,-5.6,,108,,0,,108,,,,,,,
1944-01,1944,1,8,,1.6,,4.8,,13.3,,-3.3,,124.5,,0,,124.5,,,,,,,
1944-02,1944,2,8.9,,1.2,,5.1,,12.2,,-2.8,S,88.6,,0,T,88.6,,,,,,,
1944-03,1944,3,10.6,,1.7,,6.2,,15,,-3.3,,42.9,,0,,42.9,,,,,,,
1944-04,1944,4,15.2,,4.8,,10,,22.2,S,-1.1,,86.9,,0,,86.9,,,,,,,
1944-05,1944,5,18.1,,6.7,,12.4,,23.9,,1.7,,37.6,,0,,37.6,,,,,,,
1944-06,1944,6,20.9,,9.1,,15,,30,,5,S,39.6,,0,,39.6,,,,,,,
1944-07,1944,7,23.1,,11.5,,17.3,,31.1,,7.8,,17,,0,,17,,,,,,,
1944-08,1944,8,21.7,,11.6,,16.7,,32.2,,7.2,S,17.3,,0,,17.3,,,,,,,
1944-09,1944,9,20,,10.3,,15.2,,31.1,,3.9,,58.9,,0,,58.9,,,,,,,
1944-10,1944,10,16.1,,7.7,,11.9,,20.6,,3.3,,137.4,,0,,137.4,,,,,,,
1944-11,1944,11,11,,4.7,,7.9,,14.4,,-1.1,S,129.5,,0,,129.5,,,,,,,
1944-12,1944,12,6.7,,-0.3,,3.2,,13.3,,-7.2,S,74.9,,0,,74.9,,,,,,,
1945-01,1945,1,8.5,,1.9,,5.2,,13.9,,-4.4,,166.9,,0,,166.9,,,,,,,
1945-02,1945,2,8.9,,1.9,,5.4,,13.3,,-2.8,,94.7,,0,,94.7,,,,,,,
1945-03,1945,3,10.2,,2.6,,6.4,,13.9,S,-2.8,,86.9,,0,T,86.9,,,,,,,
1945-04,1945,4,12.3,,3.6,,8,,16.7,,-1.1,S,77,,0,,77,,,,,,,
1945-05,1945,5,18.4,,8.2,,13.3,,22.2,,3.9,,69.6,,0,,69.6,,,,,,,
1945-06,1945,6,20.1,,9.4,,14.8,,23.9,,1.7,,27.4,,0,,27.4,,,,,,,
1945-07,1945,7,22.6,,11.1,,16.9,,26.1,,7.2,,14.5,,0,,14.5,,,,,,,
1945-08,1945,8,22.2,,11.3,,16.8,,28.3,,7.2,,22.1,,0,,22.1,,,,,,,
1945-09,1945,9,18,,8.3,,13.2,,25,,2.8,,82.8,,0,,82.8,,,,,,,
1945-10,1945,10,14.2,,6.1,,10.2,,21.7,,0.6,,159.5,,0,,159.5,,,,,,,
1945-11,1945,11,8.2,,2.6,,5.4,,16.1,,-7.8,,177.8,,11.4,,189.2,,,,,,,
1945-12,1945,12,7,,0.6,,3.8,,11.7,,-7.8,,89.9,,0,,89.9,,,,,,,
1946-01,1946,1,7.6,,2,,4.8,,10.6,,-3.3,,160,,5.1,,165.1,,,,,,,
